user_id,campaign_id,campaign_name,product_id,product_name,product_category,site,reservation_time,order_id,order_time,payment_status,payment_time,order_amount,reserve_flag,order_flag,paid_flag,reserved_not_paid_flag,partition_date
U0040,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-06 02:32:00,O00029,2026-07-15 10:05:00,SUCCESS,2026-07-15 10:07:00,853.54,1,1,1,0,2026-07-06
U0012,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-07 21:04:00,O00006,2026-07-15 16:46:00,SUCCESS,2026-07-15 16:54:00,616.4,1,1,1,0,2026-07-07
U0020,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-01 02:43:00,O00012,2026-07-15 17:48:00,SUCCESS,2026-07-15 17:54:00,321.71,1,1,1,0,2026-07-01
U0039,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-04 03:13:00,O00028,2026-07-15 18:03:00,SUCCESS,2026-07-15 18:04:00,254.16,1,1,1,0,2026-07-04
U0086,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-08 03:24:00,O00055,2026-07-15 18:19:00,SUCCESS,2026-07-15 18:26:00,791.04,1,1,1,0,2026-07-08
U0035,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-06 20:06:00,O00025,2026-07-15 18:53:00,SUCCESS,2026-07-15 18:55:00,1218.0,1,1,1,0,2026-07-06
U0052,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-02 19:56:00,O00038,2026-07-15 22:37:00,SUCCESS,2026-07-15 22:44:00,339.19,1,1,1,0,2026-07-02
U0025,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-04 06:15:00,O00016,2026-07-16 01:05:00,SUCCESS,2026-07-16 01:13:00,1096.63,1,1,1,0,2026-07-04
U0031,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-06 04:13:00,O00021,2026-07-16 02:36:00,SUCCESS,2026-07-16 02:44:00,1087.25,1,1,1,0,2026-07-06
U0029,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-03 15:14:00,O00019,2026-07-16 06:35:00,SUCCESS,2026-07-16 06:39:00,206.91,1,1,1,0,2026-07-03
U0050,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-04 16:57:00,O00036,2026-07-16 12:53:00,SUCCESS,2026-07-16 12:54:00,565.91,1,1,1,0,2026-07-04
U0042,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-07 01:15:00,O00030,2026-07-16 14:05:00,SUCCESS,2026-07-16 14:15:00,820.75,1,1,1,0,2026-07-07
U0051,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-03 09:40:00,O00037,2026-07-16 17:35:00,SUCCESS,2026-07-16 17:44:00,209.64,1,1,1,0,2026-07-03
U0079,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-07 15:35:00,O00051,2026-07-16 17:39:00,SUCCESS,2026-07-16 17:48:00,668.41,1,1,1,0,2026-07-07
U0072,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-08 04:38:00,O00046,2026-07-16 17:43:00,SUCCESS,2026-07-16 17:51:00,1072.11,1,1,1,0,2026-07-08
U0015,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-04 08:13:00,O00009,2026-07-16 20:29:00,SUCCESS,2026-07-16 20:32:00,470.29,1,1,1,0,2026-07-04
U0084,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-02 16:26:00,O00054,2026-07-16 23:26:00,SUCCESS,2026-07-16 23:33:00,627.42,1,1,1,0,2026-07-02
U0028,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-03 03:45:00,O00018,2026-07-17 03:41:00,SUCCESS,2026-07-17 03:50:00,695.63,1,1,1,0,2026-07-03
U0018,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-02 04:09:00,O00011,2026-07-17 06:27:00,SUCCESS,2026-07-17 06:34:00,618.78,1,1,1,0,2026-07-02
U0066,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-05 16:46:00,O00042,2026-07-17 10:07:00,SUCCESS,2026-07-17 10:17:00,408.09,1,1,1,0,2026-07-05
U0043,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-04 08:59:00,O00031,2026-07-17 15:20:00,SUCCESS,2026-07-17 15:27:00,342.97,1,1,1,0,2026-07-04
U0021,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-05 15:10:00,O00013,2026-07-17 16:56:00,SUCCESS,2026-07-17 17:05:00,1037.16,1,1,1,0,2026-07-05
U0063,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-04 23:22:00,O00041,2026-07-17 17:21:00,FAILED,2026-07-17 17:23:00,1163.74,1,1,0,1,2026-07-04
U0067,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-02 11:45:00,O00043,2026-07-17 17:43:00,SUCCESS,2026-07-17 17:47:00,599.64,1,1,1,0,2026-07-02
U0046,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-04 14:23:00,O00034,2026-07-17 19:45:00,SUCCESS,2026-07-17 19:54:00,207.61,1,1,1,0,2026-07-04
U0038,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-05 20:18:00,O00027,2026-07-17 19:50:00,SUCCESS,2026-07-17 19:58:00,369.28,1,1,1,0,2026-07-05
U0071,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-03 20:39:00,O00045,2026-07-17 20:53:00,SUCCESS,2026-07-17 20:58:00,430.2,1,1,1,0,2026-07-03
U0044,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-07 21:19:00,O00032,2026-07-18 00:59:00,SUCCESS,2026-07-18 01:07:00,882.28,1,1,1,0,2026-07-07
U0120,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-09 08:40:00,O00071,2026-07-18 03:36:00,SUCCESS,2026-07-18 03:44:00,683.52,1,1,1,0,2026-07-09
U0075,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-08 12:54:00,O00049,2026-07-18 17:36:00,SUCCESS,2026-07-18 17:43:00,742.81,1,1,1,0,2026-07-08
U0122,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-13 02:07:00,O00072,2026-07-18 18:36:00,SUCCESS,2026-07-18 18:37:00,365.9,1,1,1,0,2026-07-13
U0093,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-12 01:17:00,O00058,2026-07-18 20:30:00,SUCCESS,2026-07-18 20:39:00,256.29,1,1,1,0,2026-07-12
U0073,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-03 19:42:00,O00047,2026-07-19 01:40:00,SUCCESS,2026-07-19 01:42:00,1099.27,1,1,1,0,2026-07-03
U0069,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-03 07:46:00,O00044,2026-07-19 02:26:00,SUCCESS,2026-07-19 02:31:00,808.85,1,1,1,0,2026-07-03
U0077,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-03 03:49:00,O00050,2026-07-19 10:33:00,SUCCESS,2026-07-19 10:42:00,473.12,1,1,1,0,2026-07-03
U0127,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-10 19:42:00,O00075,2026-07-19 20:35:00,SUCCESS,2026-07-19 20:36:00,648.37,1,1,1,0,2026-07-10
U0058,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-03 21:56:00,O00039,2026-07-19 20:59:00,SUCCESS,2026-07-19 21:06:00,1081.46,1,1,1,0,2026-07-03
U0109,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-13 06:54:00,O00065,2026-07-20 06:22:00,SUCCESS,2026-07-20 06:28:00,506.62,1,1,1,0,2026-07-13
U0112,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-13 05:28:00,O00067,2026-07-20 08:25:00,SUCCESS,2026-07-20 08:30:00,929.36,1,1,1,0,2026-07-13
U0096,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-10 03:53:00,O00059,2026-07-20 13:08:00,SUCCESS,2026-07-20 13:10:00,819.37,1,1,1,0,2026-07-10
U0141,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-10 00:42:00,O00083,2026-07-20 13:12:00,SUCCESS,2026-07-20 13:22:00,1031.09,1,1,1,0,2026-07-10
U0160,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-15 04:55:00,O00092,2026-07-20 17:15:00,SUCCESS,2026-07-20 17:20:00,1296.17,1,1,1,0,2026-07-15
U0128,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-14 08:30:00,O00076,2026-07-21 01:45:00,SUCCESS,2026-07-21 01:53:00,277.3,1,1,1,0,2026-07-14
U0156,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-11 08:32:00,O00090,2026-07-21 01:55:00,SUCCESS,2026-07-21 01:57:00,777.55,1,1,1,0,2026-07-11
U0118,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-10 01:18:00,O00070,2026-07-21 05:00:00,SUCCESS,2026-07-21 05:03:00,500.74,1,1,1,0,2026-07-10
U0146,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-10 23:14:00,O00085,2026-07-21 06:41:00,SUCCESS,2026-07-21 06:49:00,1224.92,1,1,1,0,2026-07-10
U0176,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-13 03:20:00,O00099,2026-07-21 09:50:00,SUCCESS,2026-07-21 09:56:00,782.94,1,1,1,0,2026-07-13
U0174,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-12 10:38:00,O00097,2026-07-22 00:39:00,SUCCESS,2026-07-22 00:42:00,890.07,1,1,1,0,2026-07-12
U0113,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-11 22:30:00,O00068,2026-07-22 12:47:00,SUCCESS,2026-07-22 12:53:00,972.14,1,1,1,0,2026-07-11
U0103,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-14 00:50:00,O00061,2026-07-22 13:42:00,SUCCESS,2026-07-22 13:51:00,911.3,1,1,1,0,2026-07-14
U0164,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-13 03:22:00,O00093,2026-07-22 14:33:00,SUCCESS,2026-07-22 14:36:00,385.98,1,1,1,0,2026-07-13
U0134,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-12 07:17:00,O00078,2026-07-22 16:05:00,SUCCESS,2026-07-22 16:12:00,1006.99,1,1,1,0,2026-07-12
U0140,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-15 20:02:00,O00082,2026-07-22 16:20:00,SUCCESS,2026-07-22 16:27:00,1150.4,1,1,1,0,2026-07-15
U0105,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-09 03:27:00,O00062,2026-07-22 21:45:00,SUCCESS,2026-07-22 21:48:00,1006.17,1,1,1,0,2026-07-09
U0091,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-08 06:05:00,O00057,2026-07-22 22:11:00,SUCCESS,2026-07-22 22:18:00,559.09,1,1,1,0,2026-07-08
U0108,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-08 22:17:00,O00064,2026-07-22 22:36:00,SUCCESS,2026-07-22 22:43:00,569.04,1,1,1,0,2026-07-08
U0110,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-14 08:44:00,O00066,2026-07-23 12:12:00,SUCCESS,2026-07-23 12:19:00,736.44,1,1,1,0,2026-07-14
U0130,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-14 16:37:00,O00077,2026-07-23 19:14:00,SUCCESS,2026-07-23 19:19:00,1108.29,1,1,1,0,2026-07-14
U0170,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-12 16:29:00,O00095,2026-07-24 02:54:00,SUCCESS,2026-07-24 02:58:00,618.5,1,1,1,0,2026-07-12
U0149,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-11 10:55:00,O00087,2026-07-24 10:21:00,FAILED,2026-07-24 10:30:00,492.89,1,1,0,1,2026-07-11
U0124,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-09 06:35:00,O00073,2026-07-24 14:14:00,SUCCESS,2026-07-24 14:21:00,694.57,1,1,1,0,2026-07-09
U0175,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-16 16:41:00,O00098,2026-07-24 16:02:00,SUCCESS,2026-07-24 16:05:00,298.15,1,1,1,0,2026-07-16
U0166,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-12 13:31:00,O00094,2026-07-24 22:40:00,SUCCESS,2026-07-24 22:45:00,932.52,1,1,1,0,2026-07-12
U0147,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-13 02:32:00,O00086,2026-07-25 03:30:00,SUCCESS,2026-07-25 03:39:00,358.11,1,1,1,0,2026-07-13
U0177,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-12 21:53:00,O00100,2026-07-25 03:51:00,SUCCESS,2026-07-25 03:57:00,1083.66,1,1,1,0,2026-07-12
U0135,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-14 10:16:00,O00079,2026-07-25 04:53:00,SUCCESS,2026-07-25 05:03:00,1244.86,1,1,1,0,2026-07-14
U0138,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-12 23:11:00,O00080,2026-07-25 05:05:00,SUCCESS,2026-07-25 05:12:00,565.64,1,1,1,0,2026-07-12
U0101,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-14 03:43:00,O00060,2026-07-25 15:12:00,SUCCESS,2026-07-25 15:16:00,311.09,1,1,1,0,2026-07-14
U0114,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-10 21:19:00,O00069,2026-07-25 16:12:00,SUCCESS,2026-07-25 16:21:00,1244.97,1,1,1,0,2026-07-10
U0107,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-13 17:49:00,O00063,2026-07-25 19:37:00,SUCCESS,2026-07-25 19:41:00,1112.8,1,1,1,0,2026-07-13
U0142,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-16 16:28:00,O00084,2026-07-25 20:08:00,FAILED,2026-07-25 20:16:00,1167.93,1,1,0,1,2026-07-16
U0126,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-11 06:36:00,O00074,2026-07-25 21:06:00,FAILED,2026-07-25 21:10:00,887.07,1,1,0,1,2026-07-11
U0152,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-14 18:34:00,O00088,2026-07-25 21:48:00,SUCCESS,2026-07-25 21:56:00,1225.14,1,1,1,0,2026-07-14
U0172,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-13 03:01:00,O00096,2026-07-26 00:55:00,SUCCESS,2026-07-26 00:56:00,1200.68,1,1,1,0,2026-07-13
U0157,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-14 20:00:00,O00091,2026-07-26 23:09:00,SUCCESS,2026-07-26 23:14:00,571.42,1,1,1,0,2026-07-14
U0139,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-11 02:54:00,O00081,2026-07-27 09:31:00,SUCCESS,2026-07-27 09:38:00,1093.92,1,1,1,0,2026-07-11
U0154,C004,MY Wearable Launch,P004,Smart Watch S5,Wearable,MY,2026-07-12 11:54:00,O00089,2026-07-27 22:30:00,SUCCESS,2026-07-27 22:37:00,623.69,1,1,1,0,2026-07-12
U0037,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-01 00:24:00,,,,,,1,0,0,1,2026-07-01
U0009,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-01 17:02:00,,,,,,1,0,0,1,2026-07-01
U0010,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-01 20:54:00,,,,,,1,0,0,1,2026-07-01
U0068,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-02 17:42:00,,,,,,1,0,0,1,2026-07-02
U0060,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-03 03:24:00,,,,,,1,0,0,1,2026-07-03
U0078,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-03 07:29:00,,,,,,1,0,0,1,2026-07-03
U0048,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-03 10:16:00,,,,,,1,0,0,1,2026-07-03
U0041,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-03 12:25:00,,,,,,1,0,0,1,2026-07-03
U0002,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-03 14:14:00,,,,,,1,0,0,1,2026-07-03
U0070,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-04 01:26:00,,,,,,1,0,0,1,2026-07-04
U0054,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-04 05:43:00,,,,,,1,0,0,1,2026-07-04
U0057,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-04 12:55:00,,,,,,1,0,0,1,2026-07-04
U0076,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-04 14:09:00,,,,,,1,0,0,1,2026-07-04
U0059,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-04 15:17:00,,,,,,1,0,0,1,2026-07-04
U0064,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-04 18:11:00,,,,,,1,0,0,1,2026-07-04
U0065,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-04 19:02:00,,,,,,1,0,0,1,2026-07-04
U0062,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-04 23:55:00,,,,,,1,0,0,1,2026-07-04
U0006,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-05 01:06:00,,,,,,1,0,0,1,2026-07-05
U0053,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-05 06:23:00,,,,,,1,0,0,1,2026-07-05
U0027,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-05 12:13:00,,,,,,1,0,0,1,2026-07-05
U0055,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-05 18:49:00,,,,,,1,0,0,1,2026-07-05
U0019,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-05 23:33:00,,,,,,1,0,0,1,2026-07-05
U0056,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-06 08:39:00,,,,,,1,0,0,1,2026-07-06
U0022,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-06 09:58:00,,,,,,1,0,0,1,2026-07-06
U0016,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-06 23:34:00,,,,,,1,0,0,1,2026-07-06
U0089,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-06 23:58:00,,,,,,1,0,0,1,2026-07-06
U0081,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-07 01:28:00,,,,,,1,0,0,1,2026-07-07
U0007,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-07 10:16:00,,,,,,1,0,0,1,2026-07-07
U0090,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-07 16:01:00,,,,,,1,0,0,1,2026-07-07
U0001,C001,SG Smartphone Launch,P001,Smartphone Pro,Smartphone,SG,2026-07-07 19:07:00,,,,,,1,0,0,1,2026-07-07
U0087,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-07 19:51:00,,,,,,1,0,0,1,2026-07-07
U0080,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-07 20:28:00,,,,,,1,0,0,1,2026-07-07
U0047,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-07 21:19:00,,,,,,1,0,0,1,2026-07-07
U0104,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-08 03:54:00,,,,,,1,0,0,1,2026-07-08
U0085,C002,MY Smart Home Launch,P002,Robot Vacuum X20,Smart Home,MY,2026-07-08 05:44:00,,,,,,1,0,0,1,2026-07-08
U0119,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-08 13:35:00,,,,,,1,0,0,1,2026-07-08
U0131,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-08 18:03:00,,,,,,1,0,0,1,2026-07-08
U0100,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-09 03:37:00,,,,,,1,0,0,1,2026-07-09
U0099,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-09 05:49:00,,,,,,1,0,0,1,2026-07-09
U0098,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-09 18:38:00,,,,,,1,0,0,1,2026-07-09
U0121,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-09 23:03:00,,,,,,1,0,0,1,2026-07-09
U0115,C003,SG Tablet Launch,P003,Tablet Pro,Tablet,SG,2026-07-09 23:12:00,,,,,,1,0,0,1,2026-07-09
